,MESH:D003967,MESH:D006333,MESH:D000544,MESH:D006973,MESH:D013281,MESH:D002779,MESH:D001528,MESH:D007511,MESH:D008113,MESH:D009765,MESH:D008103,MESH:D011225,MESH:D005356,MESH:D011014,MESH:D010033,MESH:D013262,MESH:D007239,MESH:D012852,MESH:D014397,MESH:D001281,MESH:D029424,MESH:D011695,MESH:D004415,MESH:D003424,MESH:D015212,MESH:D001987,MESH:D003093,MESH:D003092,MESH:D010195,MESH:D000292,MESH:D003110,MESH:D006501,MESH:D000437,MESH:D001927,MESH:D010518,MESH:D005757,MESH:D003015,MESH:D004697,MESH:D006069,MESH:D001289,MESH:D008180,MESH:D012559,MESH:D018805,MESH:D004696,MESH:D010051,MESH:D001943,MESH:D005355,MESH:D005221,MESH:D015179,MESH:D012393,MESH:D000152,MESH:D001172,MESH:D008175,MESH:D003876,MESH:D003327,MESH:D006528,MESH:D001249,MESH:D013274,MESH:D001749,MESH:D008881,MESH:D050197,MESH:D006967,MESH:D000083242,MESH:D005759,MESH:D002546,MESH:D009080,MESH:D010190,MESH:D003324,MESH:D010300,MESH:D001171,MESH:D003731,MESH:D003924,MESH:D016640,MESH:D009157,MESH:D009103,MESH:D002446,MESH:D011565,MESH:D015209,MESH:D000690,MESH:D003550,MESH:D012004,MESH:D009062,MESH:D065626,MESH:D010610,MESH:D009845,MESH:D004938,MESH:D002583,MESH:D007822,MESH:D047928,MESH:D014062,MESH:D011704,MESH:D006980,MESH:D013927,MESH:D017497,MESH:D019693,MESH:D006816,MESH:D013119,MESH:D003248,MESH:D015658,MESH:D006943,MESH:D010024,MESH:D013964,MESH:D003922,MESH:D012859,MESH:D000067877,MESH:D002318,MESH:D010019,MESH:D001321,MESH:D000163,MESH:D054198,MESH:D000086382,MESH:D018442,MESH:D002481,MESH:D004761,MESH:D014552,MESH:D002292,MESH:D007669,MESH:D045169,MESH:D006949,MESH:D001170,MESH:D001714,MESH:D011471,MESH:D011085,MESH:D012595,MESH:D051436,MESH:D006526,MESH:D020345,MESH:D006258,MESH:D003865,MESH:D052878,MESH:D053713,MESH:D006509,MESH:D016889,MESH:D018856,MESH:D014890,MESH:D010392,MESH:D016585,MESH:D056586,MESH:D007918,MESH:D013167,MESH:D015352,MESH:D024821,MESH:D017726,MESH:D015535,MESH:D007634,MESH:D008105,MESH:D014376,MESH:D010510,MESH:D011236,MESH:D015817,MESH:D010003,MESH:D013585,MESH:D000077195,MESH:D010505,MESH:D005706
MESH:D008103,0.045455,0.0,0.0,0.0,0.0,0.068182,0.0,0.2093,0.17143,0.025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10169,0.07563,0.033582,0.045455,0.042735,0.053571,0.0,0.029586,0.051724,0.093023,0.0,0.021403,0.1,0.0,0.0,0.0,0.042735,0.0,0.0,0.0,0.0,0.0,0.0,0.079646,0.0,0.0,0.0,0.48837,0.069767,0.022075,0.0,0.0,0.0,0.0,0.0,0.0,0.10112,0.0,0.035088,0.0,0.0,0.0,0.0,0.0,0.093023,0.0,0.0,0.041667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042017,0.0,0.05618,0.0,0.048193,0.021403,0.0,0.20455,0.0,0.0,0.030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12821,0.0,0.0,0.045455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053254,0.03367,0.0,0.0,0.0088626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049315,0.085714,0.042735,0.0,0.0,0.0,0.0,0.085714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035088
MESH:D011225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011111,0.0,0.0,0.0,0.0,0.0,0.025105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016667,0.0,0.019231,0.0,0.168,0.0,0.018963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055249,0.0,0.0,0.0,0.0,0.0,0.06383,0.014754,0.014446,0.0,0.0,0.0,0.0,0.013158,0.022508,0.0,0.028939,0.0,0.0,0.0,0.0,0.076923,0.016667,0.0,0.024194,0.036145,0.0,0.0,0.032258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESH:D005356,0.0,0.0,0.023256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017241,0.0,0.054545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022026,0.0,0.0,0.017301,0.0,0.017301,0.0,0.0,0.0,0.023256,0.12245,0.0,0.0,0.0,0.054688,0.023392,0.0,0.0,0.0,0.053812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014286,0.037037,0.0,0.0,0.0,0.042254,0.0,0.0,0.068182,0.0,0.0,0.042857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02845,0.0,0.0,0.0,0.02963,0.0,0.0,0.0,0.0,0.0,0.0,0.17391,0.072727,0.0,0.0,0.0
MESH:D011014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20833,0.24742,0.33377,0.0,0.12766,0.0,0.0,0.0,0.0,0.074074,0.0,0.0,0.0,0.047059,0.0,0.0,0.0,0.0,0.0,0.0,0.045045,0.041667,0.026201,0.0,0.0,0.0,0.088889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14724,0.0,0.0,0.0,0.10471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037209,0.0,0.0,0.0,0.0,0.0,0.035556,0.0,0.0,0.0,0.0,0.021201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057971,0.0,0.018721,0.0,0.43534,0.0,0.041885,0.026393,0.063158,0.0,0.0,0.28657,0.0,0.089552,0.0,0.0,0.0,0.0,0.0,0.030457,0.0,0.0,0.0,0.0,0.0,0.030457,0.0,0.0,0.088889,0.0,0.034682,0.094862,0.036872,0.0,0.0,0.0,0.026549,0.0,0.0,0.0,0.038031,0.0,0.0,0.09375,0.0,0.0,0.0,0.0,0.0
MESH:D010033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.027778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042553,0.0,0.0,0.0,0.036364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESH:D013262,0.0,0.0,0.0,0.0,0.13462,0.0,0.075949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.054124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012605,0.0,0.057692,0.0,0.0,0.0,0.0,0.0,0.047009,0.0,0.0,0.0,0.0,0.038136,0.0,0.0,0.0,0.072816,0.038793,0.030822,0.0,0.10443,0.0,0.0,0.031142,0.0,0.0,0.0,0.0,0.14851,0.0,0.0,0.0,0.033835,0.0,0.0,0.0,0.030822,0.019231,0.0,0.0,0.011364,0.011236,0.0,0.043269,0.0,0.0,0.0,0.0,0.076271,0.0,0.020761,0.0,0.0,0.0,0.0,0.0,0.045627,0.0,0.0,0.0,0.018576,0.025316,0.0,0.0,0.0,0.015748,0.0,0.0,0.0,0.022642,0.041667,0.0,0.0,0.0,0.0,0.0095579,0.0099668,0.0,0.0082418,0.017301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033278,0.11441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020101,0.0,0.0,0.0,0.087379,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESH:D007239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20833,0.0,0.0,1.0,0.15385,0.15656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18868,0.0,0.0,0.0,0.0,0.0,0.0,0.3617,0.15625,0.10909,0.0,0.0,0.0,0.33803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12422,0.0,0.0,0.0,0.0,0.082192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27027,0.0,0.070175,0.0,0.10714,0.0,0.15748,0.15493,0.19048,0.0,0.0,0.19324,0.0,0.34286,0.0,0.0,0.0,0.0,0.0,0.13534,0.0,0.0,0.0,0.0,0.0,0.13534,0.0,0.0,0.0,0.0,0.16514,0.0,0.33681,0.0,0.0,0.0,0.11111,0.0,0.0,0.0,0.34031,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0
MESH:D012852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24742,0.027778,0.0,0.15385,1.0,0.21262,0.0,0.034286,0.0,0.0,0.0,0.0,0.056338,0.0,0.0,0.0,0.039216,0.0,0.0,0.0,0.0,0.0,0.0,0.034483,0.035398,0.022814,0.0,0.0,0.0,0.071006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040609,0.0,0.0,0.0,0.035556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036036,0.0,0.0,0.0,0.026667,0.0,0.0,0.0,0.056225,0.0,0.0,0.0,0.0,0.0,0.030888,0.0,0.0,0.0,0.0,0.018927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046512,0.0,0.016925,0.0,0.11654,0.0,0.035556,0.022005,0.053571,0.0,0.0,0.23821,0.0,0.071429,0.0,0.0,0.0,0.0,0.0,0.025974,0.0,0.0,0.0,0.0,0.0,0.025974,0.0,0.0,0.02537,0.0,0.028986,0.027875,0.028278,0.0,0.0,0.0,0.023077,0.0,0.0,0.0,0.02916,0.0,0.0,0.074074,0.0,0.0,0.0,0.0,0.0
MESH:D014397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33377,0.0,0.0,0.15656,0.21262,1.0,0.0,0.1042,0.0,0.0,0.0,0.0,0.057245,0.0,0.0,0.0,0.039653,0.0,0.0,0.0,0.0,0.0,0.0,0.14536,0.092737,0.048897,0.0,0.0,0.0,0.071964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12323,0.0,0.0,0.0,0.089787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032421,0.0,0.0,0.0,0.0,0.0,0.057449,0.0,0.0,0.0,0.0,0.019063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047128,0.0,0.017033,0.0,0.15545,0.0,0.035915,0.065513,0.054115,0.0,0.0,0.2409,0.0,0.072398,0.0,0.0,0.0,0.0,0.0,0.02623,0.0,0.0,0.0,0.0,0.0,0.02623,0.0,0.0,0.076841,0.0,0.091575,0.084284,0.13664,0.0,0.0,0.0,0.023278,0.0,0.0,0.0,0.35889,0.0,0.0,0.075117,0.0,0.0,0.0,0.0,0.0
MESH:D001281,0.044444,0.20455,0.0,0.068182,0.0,0.0,0.016842,0.20455,0.0,0.02459,0.10169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07438,0.048148,0.044444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081395,0.0,0.0,0.0,0.0,0.078261,0.20455,0.0,0.0,0.20455,0.068182,0.0,0.0,0.0,0.0,0.0,0.0,0.10169,0.0,0.0,0.0,0.0,0.0,0.032967,0.0,0.02449,0.0,0.02449,0.027027,0.0,0.060403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044444,0.0,0.0,0.0,0.0,0.044444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23684,0.0,0.0,0.0,0.0,0.0,0.0,0.052632,0.0,0.0,0.0,0.0088106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESH:D029424,0.032967,0.0,0.0,0.0,0.0,0.0,0.0,0.16854,0.0,0.01626,0.07563,0.0,0.0,0.12766,0.0,0.0,0.0,0.034286,0.1042,0.07438,1.0,0.02214,0.032967,0.0,0.0,0.067416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051724,0.0,0.0,0.0,0.16854,0.05618,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.17442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042254,0.0,0.034884,0.0,0.0,0.0,0.0058565,0.040404,0.0,0.0,0.0,0.0,0.0,0.0,0.16173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065395,0.0,0.0,0.076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESH:D011695,0.0375,0.02521,0.0,0.07563,0.0,0.0,0.14452,0.063025,0.0,0.022059,0.033582,0.0,0.0,0.0,0.0,0.054124,0.0,0.0,0.0,0.048148,0.02214,1.0,0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018634,0.0,0.0,0.045113,0.0,0.022642,0.02521,0.0,0.044776,0.063025,0.063025,0.0,0.07563,0.045455,0.030864,0.0,0.068966,0.044776,0.0,0.028037,0.0,0.0,0.0,0.037344,0.12821,0.033028,0.0,0.033028,0.2047,0.0,0.0301,0.0,0.030864,0.0,0.0,0.0,0.010417,0.010033,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.025352,0.022305,0.0,0.0,0.0375,0.014528,0.0,0.0,0.0,0.020202,0.017857,0.0,0.079646,0.0,0.0,0.008879,0.027027,0.0,0.011475,0.037383,0.0,0.0,0.0,0.0040775,0.0,0.0,0.0,0.0,0.0,0.0,0.068702,0.017937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12782,0.067164,0.0,0.015666,0.0,0.0,0.0,0.0,0.0,0.027231,0.0,0.018405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESH:D004415,0.46667,0.0,0.0,0.0,0.0,0.0,0.0,0.10345,0.0,0.097826,0.045455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044444,0.032967,0.0375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035294,0.0,0.0,0.0,0.10345,0.31034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021277,0.0,0.0,0.0,0.0096618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESH:D003424,0.0,0.0,0.0,0.0,0.0,0.033708,0.0,0.0,0.035461,0.0,0.042735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.71681,0.0,0.31765,0.24786,0.057471,0.0,0.049704,0.013245,0.0,0.0,0.0,0.11864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061538,0.0,0.0,0.0,0.0,0.0,0.0,0.01676,0.0,0.052326,0.0,0.0,0.0,0.0,0.0,0.4023,0.0,0.0,0.025907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11667,0.0,0.022222,0.0,0.02994,0.049704,0.0,0.033708,0.0,0.0,0.045226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011364,0.18644,0.0,0.0,0.0,0.0,0.011364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017442
MESH:D015212,0.0,0.0,0.0,0.0,0.0,0.047619,0.0,0.0,0.044118,0.0,0.053571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71681,1.0,0.0,0.49091,0.35714,0.073171,0.0,0.084848,0.020548,0.0,0.0,0.0,0.18584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094382,0.0,0.0,0.0,0.0,0.0,0.0,0.022989,0.0,0.071856,0.0,0.0,0.0,0.0,0.0,0.5122,0.0,0.0,0.031915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18261,0.0,0.035294,0.0,0.037037,0.084848,0.0,0.047619,0.0,0.0,0.061856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017544,0.29204,0.0,0.0,0.0,0.0,0.017544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023952
MESH:D001987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074074,0.0,0.0,0.0,0.056338,0.057245,0.0,0.067416,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072072,0.0,0.0,0.0,0.17266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027778,0.0,0.0,0.0,0.0,0.0,0.0,0.069264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039867,0.0,0.0,0.039801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESH:D003093,0.0,0.0,0.0,0.0,0.0,0.021277,0.0,0.0,0.025907,0.0,0.029586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31765,0.49091,0.0,1.0,0.52663,0.035971,0.0,0.070275,0.0098522,0.0,0.0,0.0,0.082353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.093023,0.0,0.0,0.0,0.0,0.0,0.0,0.012987,0.0,0.040179,0.0,0.0,0.0,0.0,0.0,0.2518,0.0,0.0,0.020408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081395,0.0,0.014085,0.0,0.022831,0.039886,0.0,0.021277,0.0,0.0,0.035857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0087719,0.12941,0.0,0.0,0.0,0.0,0.0087719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013393
MESH:D003092,0.0,0.0,0.0,0.0,0.0,0.045455,0.0,0.0,0.042857,0.0,0.051724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24786,0.35714,0.0,0.52663,1.0,0.069767,0.0,0.12128,0.02,0.0,0.0,0.0,0.17949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1457,0.0,0.0,0.0,0.0,0.0,0.0,0.022472,0.0,0.070175,0.0,0.0,0.0,0.0,0.0,0.48837,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14286,0.0,0.033708,0.0,0.036145,0.064209,0.0,0.045455,0.0,0.0,0.060606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017143,0.24786,0.0,0.0,0.0,0.0,0.017143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023392
MESH:D010195,0.0,0.0,0.0,0.0,0.0,0.10345,0.0,0.0,0.072727,0.0,0.093023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057471,0.073171,0.0,0.035971,0.069767,1.0,0.0,0.024965,0.041667,0.0,0.0,0.0,0.057471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025445,0.0,0.0,0.0,0.0,0.0,0.0,0.040541,0.0,0.042553,0.0,0.0,0.0,0.0,0.0,0.14286,0.0,0.0,0.14815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05618,0.0,0.084746,0.0,0.17647,0.024965,0.0,0.10345,0.0,0.0,0.035714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034483,0.057471,0.0,0.0,0.0,0.0,0.034483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042553
